brand,model,release_year,age_years,ram_gb,storage_gb,original_price,condition,fair_price
Xiaomi,Redmi Note 11,2019,5,12,128,40992,Excellent,22833
Oppo,A78,2020,4,12,512,88391,Excellent,52524
Vivo,V27,2020,4,12,512,95562,Good,48530
Vivo,Y100,2019,5,12,64,47399,Good,20213
Google,Pixel 6a,2022,2,8,128,24442,Excellent,24511
Vivo,V27,2022,2,4,64,79557,Good,29639
Google,Pixel 7 Pro,2019,5,8,512,22288,Excellent,40486
Realme,Realme 11,2020,4,8,256,26135,Fair,22141
Google,Pixel 6,2021,3,4,256,19934,Fair,19659
Samsung,Galaxy M34,2021,3,4,64,17963,Excellent,13689
Vivo,Y100,2021,3,8,256,98652,Good,40331
Google,Pixel 7 Pro,2023,1,16,64,98449,Good,61411
Xiaomi,Redmi Note 11,2023,1,4,128,59069,Good,28356
OnePlus,OnePlus 11R,2021,3,6,256,78103,Good,34934
Xiaomi,Mi 11 Lite,2022,2,16,128,30029,Excellent,32204
Samsung,Galaxy S22,2022,2,6,64,82952,Good,37217
OnePlus,OnePlus Nord 3,2019,5,8,256,59938,Excellent,30585
Realme,Realme 11,2022,2,16,256,96457,Good,58861
OnePlus,OnePlus Nord 3,2021,3,6,64,64554,Fair,18782
Vivo,T2,2023,1,12,64,26240,Fair,23225
Vivo,Y56,2023,1,16,512,16694,Excellent,44032
Samsung,Galaxy S22,2023,1,6,128,52855,Poor,22860
OnePlus,OnePlus Nord CE 3,2020,4,4,256,17369,Poor,18470
Xiaomi,Poco F5,2019,5,12,512,82576,Fair,40734
Xiaomi,Redmi 12,2021,3,4,64,55733,Good,20754
Google,Pixel 7 Pro,2020,4,12,64,81794,Fair,25198
Samsung,Galaxy M34,2023,1,4,128,105152,Fair,40311
Samsung,Galaxy S22,2021,3,4,512,38641,Excellent,43736
Samsung,Galaxy S22,2022,2,8,128,57692,Good,30836
Xiaomi,Redmi 12,2022,2,6,64,65546,Excellent,31845
Samsung,Galaxy M34,2021,3,6,256,43887,Excellent,34495
Realme,Realme 10,2019,5,8,256,24262,Excellent,24468
Oppo,A78,2023,1,12,128,86602,Good,43081
Xiaomi,Mi 11 Lite,2023,1,6,128,75760,Good,39393
Vivo,V25,2021,3,8,256,66761,Good,37160
Vivo,Y56,2019,5,12,256,108329,Fair,35635
Samsung,Galaxy M34,2019,5,6,256,24864,Good,21958
Realme,Realme GT 2,2020,4,6,128,98557,Good,26945
Xiaomi,Mi 11 Lite,2020,4,16,128,74670,Excellent,36468
OnePlus,OnePlus 11R,2020,4,8,64,46608,Excellent,18902
Samsung,Galaxy S23,2019,5,12,64,62930,Excellent,21681
Samsung,Galaxy S23,2020,4,16,128,111920,Fair,40370
Xiaomi,Mi 11 Lite,2023,1,12,64,79022,Good,42885
Samsung,Galaxy M34,2023,1,4,64,25886,Good,18406
Realme,Realme 11,2019,5,4,512,38089,Fair,30160
OnePlus,OnePlus 11R,2021,3,12,256,108095,Fair,40929
Xiaomi,Redmi Note 12,2019,5,16,512,92758,Good,55013
Apple,iPhone 14,2022,2,12,64,61434,Good,38540
Vivo,V27,2021,3,6,128,118083,Good,39598
OnePlus,OnePlus 11R,2019,5,4,64,29847,Good,9948
Google,Pixel 6,2022,2,8,256,96163,Fair,50370
Samsung,Galaxy A34,2020,4,16,512,99225,Good,57314
Xiaomi,Mi 11 Lite,2023,1,6,256,51498,Excellent,42434
OnePlus,OnePlus 11R,2022,2,4,128,64490,Fair,21890
Xiaomi,Redmi Note 11,2020,4,4,256,70710,Good,28643
Realme,Realme GT 2,2022,2,6,64,55144,Good,24224
Vivo,V27,2019,5,4,512,114937,Fair,36759
Google,Pixel 6a,2022,2,8,128,19803,Fair,19744
Xiaomi,Redmi Note 12,2021,3,8,256,89676,Poor,29472
Google,Pixel 7 Pro,2021,3,4,256,64047,Excellent,39981
Apple,iPhone 14,2021,3,8,128,61313,Good,33213
OnePlus,OnePlus Nord CE 3,2023,1,6,256,22312,Fair,23669
Samsung,Galaxy A54,2019,5,6,64,113991,Excellent,23279
OnePlus,OnePlus Nord CE 3,2021,3,4,512,102513,Fair,44834
Vivo,Y56,2019,5,12,512,22466,Poor,37569
Apple,iPhone 11,2021,3,12,64,109483,Good,45768
Samsung,Galaxy S22,2020,4,12,256,87317,Excellent,40540
Samsung,Galaxy A34,2019,5,16,64,52463,Good,27122
Vivo,V25,2022,2,6,512,61586,Fair,48327
Samsung,Galaxy S22,2021,3,12,128,89667,Fair,35835
Vivo,T2,2021,3,12,64,20962,Good,20490
OnePlus,OnePlus 11,2019,5,8,128,39248,Good,18918
Samsung,Galaxy S23,2021,3,16,64,98230,Good,47238
Realme,Realme 11,2021,3,6,512,60987,Good,44769
Oppo,Reno 7,2022,2,12,64,44602,Excellent,29827
Oppo,A78,2020,4,4,512,91002,Fair,40358
Google,Pixel 6,2021,3,12,512,32221,Poor,38690
Oppo,Reno 8,2021,3,6,512,28872,Fair,34250
Xiaomi,Poco F5,2023,1,8,64,15415,Excellent,17090
Oppo,A58,2022,2,4,64,60299,Good,22180
Google,Pixel 7 Pro,2020,4,4,64,92763,Poor,14079
Samsung,Galaxy M34,2020,4,6,512,95634,Excellent,56838
Realme,Realme 11,2022,2,8,256,50765,Good,33786
Samsung,Galaxy A54,2020,4,4,64,38618,Good,14811
Xiaomi,Poco F5,2019,5,6,512,83225,Good,40934
Google,Pixel 7 Pro,2020,4,4,256,108899,Fair,33557
Apple,iPhone 12,2022,2,8,512,74507,Fair,49885
Oppo,Reno 7,2023,1,6,64,30523,Fair,18219
Samsung,Galaxy M34,2020,4,8,128,103148,Fair,28499
Samsung,Galaxy A54,2019,5,12,128,48799,Good,23110
OnePlus,OnePlus 11,2021,3,8,512,38267,Excellent,40646
Apple,iPhone 11,2023,1,12,512,45030,Fair,56005
Google,Pixel 7 Pro,2021,3,4,256,65500,Good,33975
Xiaomi,Redmi 12,2021,3,4,256,64584,Good,32839
Vivo,V27,2021,3,8,256,52499,Good,34952
Oppo,A78,2023,1,6,512,30852,Fair,40832
OnePlus,OnePlus 11R,2019,5,4,256,24895,Good,17878
Google,Pixel 6,2019,5,8,64,24136,Good,14807
Google,Pixel 7 Pro,2022,2,12,256,94763,Good,57442
Google,Pixel 6,2023,1,12,512,84926,Excellent,73438
Samsung,Galaxy S23,2020,4,12,128,81890,Excellent,33366
Samsung,Galaxy A34,2022,2,4,512,24756,Good,38332
Xiaomi,Redmi Note 12,2023,1,6,64,31533,Good,19877
Samsung,Galaxy M34,2020,4,6,64,28654,Fair,13758
Xiaomi,Mi 11 Lite,2023,1,6,128,64574,Excellent,41525
Vivo,V27,2020,4,8,512,64874,Good,45077
Samsung,Galaxy A34,2020,4,8,64,64635,Excellent,27378
Oppo,A58,2021,3,6,512,105807,Good,59252
Google,Pixel 7,2023,1,4,128,53938,Poor,20186
Oppo,Reno 7,2020,4,16,64,36395,Fair,24840
Vivo,V25,2019,5,16,128,72103,Good,28323
Realme,Realme 11,2021,3,4,256,73786,Excellent,36598
OnePlus,OnePlus Nord 3,2021,3,6,64,105417,Fair,24675
OnePlus,OnePlus Nord CE 3,2023,1,4,128,72055,Excellent,39097
Xiaomi,Redmi Note 11,2021,3,4,64,61904,Fair,16403
Google,Pixel 7,2022,2,6,256,15858,Fair,22460
Apple,iPhone 12,2022,2,6,512,33836,Excellent,46984
Samsung,Galaxy M34,2019,5,8,64,117026,Good,26192
Vivo,V27,2020,4,12,128,50011,Excellent,27973
Xiaomi,Redmi Note 11,2022,2,16,128,95501,Poor,37029
Vivo,V27,2023,1,16,128,101643,Good,54533
Vivo,T2,2021,3,16,512,105452,Poor,47460
Realme,Realme GT 2,2019,5,8,64,64600,Good,16586
Oppo,Reno 8,2023,1,16,256,95893,Good,60260
Realme,Realme 10,2020,4,8,64,70779,Good,22538
Google,Pixel 7 Pro,2022,2,4,128,33540,Good,23958
Apple,iPhone 13,2022,2,4,512,62316,Fair,49482
Apple,iPhone 14,2020,4,6,512,28894,Good,37059
Samsung,Galaxy A34,2022,2,16,128,96646,Good,51429
Google,Pixel 7 Pro,2019,5,16,256,54313,Excellent,34749
Vivo,T2,2020,4,16,128,40059,Good,31414
Apple,iPhone 14,2023,1,6,64,48411,Good,33237
Realme,Realme GT 2,2021,3,8,256,49311,Good,28972
Samsung,Galaxy M34,2021,3,4,512,85072,Excellent,53254
Xiaomi,Redmi 12,2021,3,6,512,102099,Good,51908
Realme,Realme Narzo 60,2020,4,12,64,118751,Fair,28348
Xiaomi,Mi 11 Lite,2023,1,16,512,29066,Good,51400
Vivo,V27,2019,5,8,512,105088,Fair,43797
Realme,Realme GT 2,2023,1,16,128,106467,Excellent,62852
Apple,iPhone 12,2022,2,4,512,76684,Fair,53706
Google,Pixel 6a,2020,4,16,64,51870,Good,31204
Realme,Realme 11,2019,5,12,512,112572,Excellent,46233
Realme,Realme GT 2,2022,2,6,64,29656,Poor,12346
Realme,Realme 10,2020,4,6,512,80402,Good,47835
Xiaomi,Redmi 12,2020,4,6,512,95123,Excellent,52772
Apple,iPhone 13,2023,1,6,256,91979,Good,63884
Apple,iPhone 12,2020,4,6,64,81634,Excellent,31840
Realme,Realme Narzo 60,2021,3,12,512,48178,Fair,49720
Vivo,T2,2022,2,8,256,55068,Good,33194
Realme,Realme Narzo 60,2020,4,6,512,82657,Good,43334
Vivo,Y56,2019,5,4,64,16085,Good,8591
OnePlus,OnePlus 11,2021,3,16,64,85410,Good,38457
Google,Pixel 6a,2023,1,4,512,41570,Excellent,49210
Realme,Realme 11,2020,4,6,512,103728,Poor,41822
Vivo,V27,2020,4,6,256,119029,Good,34428
Oppo,A58,2019,5,6,64,110014,Good,21122
Google,Pixel 7 Pro,2020,4,6,64,68096,Good,23853
Apple,iPhone 11,2022,2,8,512,106502,Good,73104
Realme,Realme GT 2,2021,3,4,128,96975,Good,31433
Realme,Realme GT 2,2023,1,6,64,17966,Good,15694
Vivo,T2,2022,2,16,256,36414,Good,39146
Realme,Realme 11,2020,4,12,256,83196,Fair,34589
Realme,Realme GT 2,2019,5,4,512,45209,Excellent,34882
OnePlus,OnePlus 11R,2020,4,8,256,18236,Fair,23356
Xiaomi,Redmi 12,2019,5,12,128,51688,Excellent,26699
Xiaomi,Redmi Note 12,2023,1,12,256,57262,Excellent,48556
Oppo,A78,2019,5,6,256,32528,Excellent,23234
Xiaomi,Mi 11 Lite,2020,4,16,64,76321,Good,28810
Vivo,Y100,2021,3,8,256,60217,Poor,26157
OnePlus,OnePlus Nord CE 3,2020,4,8,512,17203,Good,38639
OnePlus,OnePlus Nord CE 3,2023,1,4,512,83669,Excellent,63834
Apple,iPhone 14,2023,1,4,64,103417,Good,56195
Realme,Realme GT 2,2023,1,12,128,106549,Good,56516
Xiaomi,Redmi 12,2021,3,4,512,27550,Good,37627
Vivo,Y56,2023,1,16,256,70034,Good,47513
Samsung,Galaxy A54,2020,4,16,64,49247,Good,30200
Samsung,Galaxy M34,2019,5,12,256,94056,Good,36034
Google,Pixel 7,2023,1,6,128,78202,Excellent,54121
Realme,Realme 10,2021,3,12,256,96863,Good,43301
OnePlus,OnePlus 11,2019,5,8,64,67755,Good,16076
OnePlus,OnePlus Nord CE 3,2019,5,4,64,106380,Good,17454
Google,Pixel 6a,2020,4,12,256,75002,Good,37698
Vivo,Y56,2022,2,12,64,109559,Excellent,47524
Apple,iPhone 13,2020,4,16,64,31151,Good,23816
Oppo,Reno 7,2019,5,8,256,96583,Good,28871
Oppo,Reno 7,2022,2,6,256,71902,Fair,34611
Apple,iPhone 11,2019,5,16,64,85975,Good,30432
OnePlus,OnePlus Nord CE 3,2023,1,12,64,43604,Poor,21687
Vivo,Y100,2021,3,16,64,21073,Good,22950
Oppo,A78,2020,4,12,64,106956,Good,33548
Xiaomi,Redmi Note 12,2022,2,4,64,103260,Good,35050
Oppo,Reno 7,2022,2,4,512,46574,Good,41654
Vivo,Y56,2021,3,12,128,16403,Good,21488
Xiaomi,Mi 11 Lite,2019,5,16,64,67485,Good,24914
Xiaomi,Redmi 12,2023,1,12,64,80254,Good,39366
Google,Pixel 6a,2020,4,12,128,55409,Good,27483
Vivo,V27,2023,1,8,512,16902,Good,41503
Oppo,Reno 8,2019,5,4,256,119987,Good,27920
Vivo,Y56,2021,3,8,128,17251,Fair,16889
Realme,Realme GT 2,2023,1,16,512,101371,Good,78856
Google,Pixel 7 Pro,2021,3,8,128,34396,Fair,21941
OnePlus,OnePlus 11,2022,2,12,512,76978,Fair,55218
Samsung,Galaxy S23,2023,1,4,128,42281,Excellent,30788
Samsung,Galaxy S22,2022,2,6,256,74204,Good,46232
Xiaomi,Poco F5,2022,2,6,256,96120,Fair,38079
Google,Pixel 7 Pro,2019,5,4,256,102826,Good,26517
Samsung,Galaxy S22,2023,1,8,128,33722,Good,25484
Samsung,Galaxy A34,2021,3,12,256,37036,Excellent,37965
Google,Pixel 6a,2022,2,8,512,32986,Fair,39307
Apple,iPhone 14,2021,3,16,64,96499,Excellent,55208
Oppo,Reno 8,2020,4,4,64,71224,Poor,13395
Realme,Realme 11,2022,2,6,128,44030,Excellent,26337
Google,Pixel 7,2023,1,4,256,50608,Good,36892
Google,Pixel 6a,2022,2,6,512,30535,Excellent,43955
Realme,Realme GT 2,2020,4,8,128,21773,Good,17755
Google,Pixel 7 Pro,2021,3,12,512,50972,Good,46413
Xiaomi,Redmi Note 11,2019,5,8,128,51492,Good,19522
Google,Pixel 6,2022,2,4,128,19746,Fair,16344
Xiaomi,Mi 11 Lite,2020,4,16,512,43725,Good,52240
Oppo,Reno 8,2023,1,16,128,29538,Good,32896
Google,Pixel 7 Pro,2019,5,12,128,76289,Good,29680
Google,Pixel 6,2019,5,6,512,27018,Fair,31472
Oppo,A78,2020,4,8,128,33913,Excellent,19321
Vivo,V27,2021,3,4,64,116541,Excellent,37006
Oppo,Reno 8,2020,4,4,64,20465,Fair,9636
Vivo,V27,2019,5,4,256,59764,Poor,20196
Vivo,Y56,2020,4,16,128,94714,Excellent,36910
OnePlus,OnePlus 11,2020,4,4,128,83850,Excellent,24424
Google,Pixel 7 Pro,2020,4,6,512,60370,Good,43577
OnePlus,OnePlus Nord CE 3,2019,5,16,512,33706,Good,42886
Samsung,Galaxy S22,2023,1,6,256,119894,Excellent,71367
OnePlus,OnePlus Nord 3,2021,3,16,64,73968,Fair,31799
Oppo,Reno 7,2022,2,6,256,63106,Excellent,39909
Oppo,Reno 8,2019,5,16,256,33008,Excellent,35435
Google,Pixel 6,2021,3,4,64,110373,Good,39448
Realme,Realme Narzo 60,2022,2,6,128,58069,Good,30917
Apple,iPhone 11,2022,2,12,512,40165,Good,55665
Xiaomi,Poco F5,2021,3,16,512,88586,Poor,55170
Xiaomi,Redmi 12,2023,1,4,128,32423,Excellent,25963
Apple,iPhone 12,2019,5,16,512,34576,Good,48853
Realme,Realme GT 2,2021,3,16,256,31972,Fair,35037
Apple,iPhone 13,2021,3,8,128,91680,Good,37601
Oppo,Reno 7,2022,2,16,128,76775,Good,41607
Vivo,T2,2022,2,8,128,35905,Good,26400
Xiaomi,Redmi 12,2019,5,4,512,89801,Good,37252
Apple,iPhone SE,2020,4,6,256,106612,Poor,28739
Apple,iPhone SE,2019,5,16,128,100439,Fair,35674
Samsung,Galaxy M34,2022,2,4,256,81761,Good,45287
Oppo,Reno 7,2023,1,16,256,77126,Fair,46707
OnePlus,OnePlus 11R,2019,5,4,64,53852,Good,12073
Apple,iPhone 13,2020,4,16,64,51258,Excellent,29170
Samsung,Galaxy A34,2019,5,12,256,109808,Good,39209
Samsung,Galaxy A34,2019,5,12,128,28936,Good,23361
Samsung,Galaxy A34,2019,5,12,64,66697,Good,20770
Samsung,Galaxy M34,2019,5,4,128,80729,Fair,15833
Samsung,Galaxy M34,2022,2,6,128,106810,Good,41808
Vivo,Y56,2020,4,8,256,37593,Good,24418
Vivo,Y56,2020,4,12,512,95223,Poor,44740
OnePlus,OnePlus 11,2020,4,4,128,94766,Excellent,26515
Vivo,V27,2021,3,4,128,92294,Good,27201
Samsung,Galaxy M34,2021,3,6,512,44999,Good,45750
Google,Pixel 7,2019,5,6,256,91772,Poor,22609
Xiaomi,Redmi Note 12,2019,5,12,512,47632,Fair,41867
Vivo,T2,2019,5,8,64,36323,Excellent,15165
Oppo,Reno 8,2019,5,16,64,78271,Fair,27177
Oppo,A78,2020,4,4,64,18477,Good,9309
Apple,iPhone 12,2020,4,12,64,15185,Fair,16870
Google,Pixel 6a,2021,3,4,128,91820,Good,31662
Google,Pixel 7 Pro,2021,3,12,128,36553,Good,29842
Samsung,Galaxy S22,2023,1,12,512,66425,Excellent,63356
OnePlus,OnePlus Nord CE 3,2020,4,4,64,86746,Fair,16084
Oppo,Reno 8,2019,5,8,512,113994,Fair,38127
OnePlus,OnePlus Nord 3,2022,2,12,64,53526,Good,29620
Oppo,A78,2020,4,12,128,118578,Good,34964
Samsung,Galaxy S22,2019,5,6,64,63967,Excellent,18807
OnePlus,OnePlus Nord CE 3,2022,2,4,512,95118,Poor,43991
Oppo,F21 Pro,2020,4,4,64,90535,Fair,16455
Apple,iPhone 13,2022,2,6,128,44552,Excellent,33886
OnePlus,OnePlus Nord CE 3,2021,3,16,64,81097,Excellent,39695
Realme,Realme 11,2020,4,6,256,32544,Good,24059
Google,Pixel 7 Pro,2021,3,4,64,24096,Good,14348
Vivo,Y56,2023,1,16,64,16772,Fair,25639
Samsung,Galaxy A54,2021,3,6,64,30964,Good,16038
Realme,Realme 10,2021,3,4,128,109135,Excellent,38085
Realme,Realme 11,2022,2,8,64,111421,Good,39858
Realme,Realme GT 2,2023,1,6,256,100000,Fair,46142
Oppo,F21 Pro,2021,3,4,512,105932,Fair,49054
Xiaomi,Mi 11 Lite,2022,2,4,512,73916,Good,46872
Google,Pixel 6,2023,1,6,128,94015,Good,46720
OnePlus,OnePlus 11,2021,3,4,64,92576,Fair,23617
Google,Pixel 6,2020,4,16,64,28714,Poor,21467
OnePlus,OnePlus Nord CE 3,2021,3,16,64,113115,Fair,40122
Oppo,A58,2022,2,6,64,20560,Good,14022
OnePlus,OnePlus 11,2019,5,8,128,91860,Fair,19469
Google,Pixel 7,2021,3,8,64,67385,Poor,17975
Xiaomi,Redmi Note 12,2022,2,12,256,19753,Poor,26733
Oppo,F21 Pro,2019,5,16,128,95598,Good,29867
Google,Pixel 6,2019,5,6,256,44739,Good,24787
Samsung,Galaxy M34,2019,5,6,256,24551,Excellent,21331
Apple,iPhone 12,2020,4,6,128,32330,Poor,15795
Oppo,F21 Pro,2020,4,16,64,96850,Good,34744
Google,Pixel 7,2020,4,4,64,119005,Poor,18046
Xiaomi,Redmi Note 11,2020,4,6,256,112977,Good,39533
Xiaomi,Redmi Note 11,2021,3,16,512,26116,Good,47186
Oppo,Reno 7,2022,2,4,128,80572,Good,30415
Realme,Realme GT 2,2022,2,12,512,43517,Excellent,51228
Realme,Realme GT 2,2022,2,12,64,66899,Good,31783
Realme,Realme Narzo 60,2019,5,6,128,29546,Good,14979
Samsung,Galaxy M34,2019,5,8,128,84498,Excellent,28697
OnePlus,OnePlus 11R,2019,5,16,64,40090,Good,24113
Samsung,Galaxy A34,2022,2,6,64,65374,Excellent,35637
Xiaomi,Redmi Note 12,2019,5,4,64,45615,Poor,8886
Vivo,V25,2020,4,16,512,103047,Good,58718
Xiaomi,Redmi Note 11,2021,3,8,512,59791,Good,50173
Samsung,Galaxy S23,2021,3,6,512,50287,Excellent,45066
Xiaomi,Redmi 12,2021,3,4,64,51282,Good,16645
Apple,iPhone 13,2021,3,4,128,76970,Excellent,37204
Google,Pixel 7,2022,2,4,256,90348,Fair,41293
Google,Pixel 6,2022,2,16,64,113835,Good,60811
Apple,iPhone 12,2019,5,4,128,20566,Fair,11885
OnePlus,OnePlus 11R,2021,3,12,128,64545,Fair,31505
Xiaomi,Redmi 12,2019,5,6,256,119292,Good,31958
Realme,Realme 10,2023,1,6,128,57851,Fair,28123
Realme,Realme 11,2021,3,16,64,25515,Good,23298
Samsung,Galaxy S23,2022,2,8,64,27679,Good,21654
Xiaomi,Mi 11 Lite,2019,5,12,512,38306,Excellent,38112
Vivo,V27,2020,4,4,512,80875,Excellent,42249
Xiaomi,Mi 11 Lite,2023,1,16,512,71467,Excellent,74599
Apple,iPhone 14,2019,5,4,256,76049,Good,27018
Vivo,Y56,2020,4,6,128,72304,Good,24728
Samsung,Galaxy A54,2020,4,8,64,17134,Fair,13486
OnePlus,OnePlus Nord 3,2021,3,4,512,70810,Good,48106
Vivo,T2,2019,5,16,512,90036,Good,53611
Vivo,T2,2020,4,12,512,28502,Excellent,41446
Google,Pixel 6,2023,1,6,64,106246,Good,57476
Samsung,Galaxy S22,2019,5,8,128,17002,Good,15890
Google,Pixel 6a,2022,2,16,512,93243,Good,74311
Realme,Realme 10,2023,1,12,64,45339,Good,29941
Google,Pixel 7 Pro,2023,1,8,256,35698,Good,35473
Realme,Realme Narzo 60,2021,3,12,128,115651,Good,39279
Xiaomi,Poco F5,2021,3,6,64,38600,Good,17676
Samsung,Galaxy S22,2020,4,4,512,72155,Excellent,42241
Samsung,Galaxy M34,2022,2,8,64,56417,Good,28813
Google,Pixel 6,2019,5,12,512,117373,Poor,44254
Oppo,F21 Pro,2021,3,12,128,114610,Fair,36001
Apple,iPhone 11,2020,4,4,64,72052,Fair,19842
Realme,Realme GT 2,2019,5,8,512,113972,Good,44654
Apple,iPhone 12,2019,5,16,64,108906,Good,35722
Oppo,A58,2023,1,16,512,80121,Good,73487
Google,Pixel 6,2019,5,8,512,39425,Good,36599
Apple,iPhone 11,2020,4,16,512,22004,Poor,40601
Samsung,Galaxy A34,2019,5,6,512,65806,Fair,39522
Samsung,Galaxy A34,2021,3,16,256,38430,Excellent,41604
Vivo,Y56,2023,1,8,512,103023,Good,61175
Oppo,A58,2019,5,6,256,62670,Poor,19664
Xiaomi,Mi 11 Lite,2022,2,6,128,32986,Excellent,22338
Apple,iPhone 14,2023,1,12,64,105728,Fair,53625
Xiaomi,Redmi Note 11,2023,1,8,128,52429,Good,32074
Apple,iPhone 11,2023,1,16,256,98276,Excellent,79541
Samsung,Galaxy A34,2019,5,8,128,27697,Fair,16771
Apple,iPhone 11,2022,2,4,128,91524,Fair,36558
Vivo,Y56,2023,1,12,64,30787,Good,25342
Xiaomi,Poco F5,2020,4,12,128,112807,Excellent,39279
Apple,iPhone SE,2023,1,12,128,47261,Good,42033
Samsung,Galaxy M34,2019,5,16,64,85716,Good,27973
Realme,Realme Narzo 60,2023,1,16,128,16935,Good,27417
Apple,iPhone 11,2020,4,6,512,17838,Good,36844
Oppo,A78,2022,2,4,256,47643,Good,27000
Google,Pixel 7 Pro,2023,1,6,256,61894,Fair,37176
Vivo,V27,2021,3,4,128,89102,Poor,18098
Google,Pixel 7,2023,1,4,64,75941,Poor,23758
Realme,Realme 10,2020,4,4,256,34121,Fair,21921
Xiaomi,Redmi Note 11,2020,4,12,512,117689,Good,59427
Vivo,V25,2022,2,6,256,27636,Excellent,30125
Samsung,Galaxy A54,2021,3,8,256,17998,Fair,25514
Vivo,V27,2020,4,4,512,119000,Fair,39696
OnePlus,OnePlus 11R,2021,3,6,128,101411,Fair,28410
Google,Pixel 6a,2020,4,6,128,16084,Good,15936
Apple,iPhone 11,2021,3,12,256,102755,Poor,41245
OnePlus,OnePlus 11R,2021,3,8,512,48573,Good,47569
OnePlus,OnePlus 11R,2022,2,6,256,44677,Fair,30932
Realme,Realme 11,2023,1,16,128,66932,Fair,40354
OnePlus,OnePlus Nord 3,2021,3,6,512,78642,Poor,39336
Xiaomi,Mi 11 Lite,2021,3,12,64,28262,Excellent,22978
Samsung,Galaxy M34,2023,1,6,256,87242,Excellent,59096
Realme,Realme Narzo 60,2022,2,12,64,63339,Fair,30992
Oppo,Reno 8,2019,5,12,64,87816,Excellent,27828
OnePlus,OnePlus Nord CE 3,2022,2,12,64,66253,Fair,27408
Realme,Realme 10,2021,3,4,512,67492,Excellent,44626
Realme,Realme Narzo 60,2020,4,6,512,24952,Excellent,36040
Samsung,Galaxy M34,2021,3,6,256,27679,Excellent,29236
Vivo,V27,2019,5,8,128,22784,Excellent,16059
Oppo,F21 Pro,2022,2,12,256,41154,Good,32837
Oppo,F21 Pro,2019,5,12,512,46734,Good,41213
Apple,iPhone 12,2019,5,8,128,67204,Poor,18209
Google,Pixel 6,2023,1,16,64,28383,Fair,30746
Samsung,Galaxy A34,2022,2,12,128,25256,Excellent,30316
OnePlus,OnePlus Nord 3,2022,2,12,64,34507,Good,23695
Google,Pixel 6a,2019,5,6,256,74516,Excellent,32566
Samsung,Galaxy A34,2020,4,8,64,24216,Excellent,17062
Xiaomi,Poco F5,2023,1,6,256,62431,Poor,31159
Apple,iPhone SE,2020,4,8,256,75403,Good,37163
OnePlus,OnePlus 11R,2021,3,12,128,77806,Excellent,40628
Vivo,V27,2023,1,16,512,90589,Good,67039
Google,Pixel 6a,2023,1,4,128,87417,Good,46357
Xiaomi,Redmi 12,2022,2,6,128,80094,Good,33126
OnePlus,OnePlus Nord 3,2019,5,12,512,67510,Fair,43848
OnePlus,OnePlus 11R,2021,3,6,128,108966,Excellent,42521
Oppo,Reno 7,2019,5,8,64,113348,Excellent,24001
Vivo,Y56,2020,4,4,64,41000,Good,12275
Oppo,A78,2019,5,8,256,73824,Good,29053
Realme,Realme 11,2020,4,8,128,53079,Good,23505
Apple,iPhone 13,2020,4,4,256,105636,Good,40652
Apple,iPhone SE,2021,3,8,512,68709,Good,51031
OnePlus,OnePlus 11,2023,1,16,128,116031,Good,66862
Apple,iPhone 12,2022,2,8,64,85085,Good,39605
Oppo,Reno 7,2022,2,16,512,110440,Excellent,74829
Google,Pixel 7 Pro,2019,5,6,256,82762,Fair,25963
Realme,Realme Narzo 60,2019,5,12,64,46126,Good,18315
Realme,Realme 10,2023,1,4,256,51507,Fair,28814
Google,Pixel 6a,2023,1,16,128,28746,Good,30968
OnePlus,OnePlus Nord CE 3,2020,4,4,256,74491,Good,31165
Oppo,A78,2022,2,16,128,108960,Excellent,60626
Samsung,Galaxy A34,2022,2,16,64,91693,Good,52173
Google,Pixel 7,2021,3,4,256,49623,Good,28989
Apple,iPhone 14,2020,4,16,512,73995,Good,52702
Apple,iPhone 14,2023,1,8,64,98275,Good,59915
OnePlus,OnePlus Nord 3,2020,4,6,256,45709,Fair,25864
Vivo,Y100,2019,5,6,128,20290,Good,14822
Apple,iPhone 12,2022,2,4,64,63723,Fair,24608
Vivo,Y56,2020,4,16,128,47862,Excellent,31473
Oppo,F21 Pro,2023,1,6,128,77104,Good,35176
Google,Pixel 6a,2022,2,6,512,22691,Good,38192
Apple,iPhone 12,2020,4,16,128,53176,Excellent,33296
Google,Pixel 6,2023,1,12,256,57681,Good,50658
Vivo,Y56,2022,2,12,512,116002,Fair,62321
Oppo,F21 Pro,2019,5,4,512,98598,Good,40845
Xiaomi,Redmi Note 11,2019,5,6,64,88509,Poor,13476
Google,Pixel 6,2019,5,4,64,36427,Fair,10660
Samsung,Galaxy A54,2019,5,8,64,72600,Good,18644
Realme,Realme 10,2019,5,16,512,69476,Good,49933
Apple,iPhone 11,2023,1,12,256,31585,Fair,34308
OnePlus,OnePlus 11R,2022,2,12,128,102091,Poor,30692
Vivo,V27,2020,4,12,64,42946,Poor,18931
Google,Pixel 6a,2022,2,8,256,45267,Fair,33258
OnePlus,OnePlus Nord 3,2022,2,8,512,91644,Good,58906
Google,Pixel 7 Pro,2022,2,6,512,53585,Excellent,57820
Samsung,Galaxy A54,2021,3,6,128,90993,Good,36750
OnePlus,OnePlus 11R,2022,2,6,128,28146,Poor,15979
OnePlus,OnePlus Nord CE 3,2021,3,16,512,74046,Poor,47078
Samsung,Galaxy S23,2020,4,16,512,64474,Good,49909
